Strain	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
PF_KPN02	contig_2_ardb_klca_acric11_13	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_144	contig_2_144	contig_2_144	1	ardb
PF_KPN02	contig_3_ardb_klca_acric11_16	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_64	contig_3_64	contig_3_64	1	ardb
PF_KPN02	contig_3_psiab_17	Other	psiab	Antidefense	contig_3_72	contig_3_73	contig_3_72,contig_3_73	2	psia,psib
PF_KPN02	contig_3_arda_ardu_15	Anti_RM	arda_ardu	Antidefense	contig_3_75	contig_3_75	contig_3_75	1	arda
PF_KPN03	contig_1_circular_acb2_17	Anti_CBASS	acb2	Antidefense	contig_1_circular_151	contig_1_circular_151	contig_1_circular_151	1	acb2
PF_KPN03	contig_1_circular_AbiH_2	AbiH	AbiH	Defense	contig_1_circular_1741	contig_1_circular_1741	contig_1_circular_1741	1	AbiH__AbiH
PF_KPN03	contig_1_circular_DS-8_3	DS-8	DS-8	Defense	contig_1_circular_2193	contig_1_circular_2193	contig_1_circular_2193	1	DS-8__DS-8
PF_KPN03	contig_1_circular_apyc1_18	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3206	contig_1_circular_3206	contig_1_circular_3206	1	apyc1
PF_KPN03	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_3234	contig_1_circular_3235	contig_1_circular_3234,contig_1_circular_3235	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN03	contig_1_circular_Dpd_4	Dpd	Dpd	Defense	contig_1_circular_3448	contig_1_circular_3460	contig_1_circular_3448,contig_1_circular_3450,contig_1_circular_3451,contig_1_circular_3452,contig_1_circular_3453,contig_1_circular_3454,contig_1_circular_3455,contig_1_circular_3456,contig_1_circular_3457,contig_1_circular_3458,contig_1_circular_3459,contig_1_circular_3460	12	Dpd__DpdA,Dpd__DpdB,Dpd__DpdC,Dpd__DpdD,Dpd__DpdE,Dpd__DpdF,Dpd__DpdG,Dpd__DpdH,Dpd__DpdI,Dpd__DpdJ,Dpd__DpdK,Dpd__QueD
PF_KPN03	contig_2_RM_Type_II_9	RM	RM_Type_II	Defense	contig_2_150	contig_2_151	contig_2_150,contig_2_151	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN03	contig_2_ardb_klca_acric11_12	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_246	contig_2_246	contig_2_246	1	ardb
PF_KPN03	contig_2_TgvAB_5	TgvAB	TgvAB	Defense	contig_2_252	contig_2_253	contig_2_252,contig_2_253	2	TgvAB__TgvA,TgvAB__TgvB
PF_KPN03	contig_3_PD-T4-5_8	PD-T4-5	PD-T4-5	Defense	contig_3_23	contig_3_23	contig_3_23	1	PD-T4-5__PD-T4-5
PF_KPN03	contig_3_RM_Type_I_11	RM	RM_Type_I	Defense	contig_3_60	contig_3_62	contig_3_60,contig_3_61,contig_3_62	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN03	contig_3_DS-24_6	DS-24	DS-24	Defense	contig_3_93	contig_3_93	contig_3_93	1	DS-24__DS-24
PF_KPN03	contig_3_ardb_klca_acric11_15	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_106	contig_3_106	contig_3_106	1	ardb
PF_KPN03	contig_3_arda_ardu_14	Anti_RM	arda_ardu	Antidefense	contig_3_107	contig_3_107	contig_3_107	1	arda
PF_KPN03	contig_3_psiab_16	Other	psiab	Antidefense	contig_3_118	contig_3_119	contig_3_118,contig_3_119	2	psia,psib
PF_KPN03	contig_3_Mok_Hok_Sok_7	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_3_123	contig_3_123	contig_3_123	1	Mok_Hok_Sok__Hok
PF_KPN03	contig_3_acrie9_13	Anti_CRISPR	acrie9	Antidefense	contig_3_124	contig_3_124	contig_3_124	1	acrie9
PF_KPN04	contig_1_circular_AbiH_2	AbiH	AbiH	Defense	contig_1_circular_1580	contig_1_circular_1580	contig_1_circular_1580	1	AbiH__AbiH
PF_KPN04	contig_1_circular_DS-8_3	DS-8	DS-8	Defense	contig_1_circular_2032	contig_1_circular_2032	contig_1_circular_2032	1	DS-8__DS-8
PF_KPN04	contig_1_circular_apyc1_14	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3045	contig_1_circular_3045	contig_1_circular_3045	1	apyc1
PF_KPN04	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_3073	contig_1_circular_3074	contig_1_circular_3073,contig_1_circular_3074	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN04	contig_1_circular_Dpd_4	Dpd	Dpd	Defense	contig_1_circular_3287	contig_1_circular_3299	contig_1_circular_3287,contig_1_circular_3289,contig_1_circular_3290,contig_1_circular_3291,contig_1_circular_3292,contig_1_circular_3293,contig_1_circular_3294,contig_1_circular_3295,contig_1_circular_3296,contig_1_circular_3297,contig_1_circular_3298,contig_1_circular_3299	12	Dpd__DpdA,Dpd__DpdB,Dpd__DpdC,Dpd__DpdD,Dpd__DpdE,Dpd__DpdF,Dpd__DpdG,Dpd__DpdH,Dpd__DpdI,Dpd__DpdJ,Dpd__DpdK,Dpd__QueD
PF_KPN04	contig_1_circular_acb2_13	Anti_CBASS	acb2	Antidefense	contig_1_circular_4857	contig_1_circular_4857	contig_1_circular_4857	1	acb2
PF_KPN04	contig_2_RM_Type_II_8	RM	RM_Type_II	Defense	contig_2_87	contig_2_88	contig_2_87,contig_2_88	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN04	contig_2_acrie9_9	Anti_CRISPR	acrie9	Antidefense	contig_2_170	contig_2_170	contig_2_170	1	acrie9
PF_KPN04	contig_2_Mok_Hok_Sok_6	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_171	contig_2_171	contig_2_171	1	Mok_Hok_Sok__Hok
PF_KPN04	contig_2_psiab_12	Other	psiab	Antidefense	contig_2_175	contig_2_176	contig_2_175,contig_2_176	2	psia,psib
PF_KPN04	contig_2_arda_ardu_10	Anti_RM	arda_ardu	Antidefense	contig_2_187	contig_2_187	contig_2_187	1	arda
PF_KPN04	contig_2_ardb_klca_acric11_11	Anti_RM	ardb_klca_acric11	Antidefense	contig_2_188	contig_2_188	contig_2_188	1	ardb
PF_KPN04	contig_2_DS-24_5	DS-24	DS-24	Defense	contig_2_201	contig_2_201	contig_2_201	1	DS-24__DS-24
PF_KPN04	contig_2_PD-T4-5_7	PD-T4-5	PD-T4-5	Defense	contig_2_212	contig_2_212	contig_2_212	1	PD-T4-5__PD-T4-5
PF_KPN05	contig_1_circular_Dpd_11	Dpd	Dpd	Defense	contig_1_circular_182	contig_1_circular_194	contig_1_circular_182,contig_1_circular_184,contig_1_circular_185,contig_1_circular_186,contig_1_circular_187,contig_1_circular_188,contig_1_circular_189,contig_1_circular_190,contig_1_circular_191,contig_1_circular_192,contig_1_circular_193,contig_1_circular_194	12	Dpd__DpdA,Dpd__DpdB,Dpd__DpdC,Dpd__DpdD,Dpd__DpdE,Dpd__DpdF,Dpd__DpdG,Dpd__DpdH,Dpd__DpdI,Dpd__DpdJ,Dpd__DpdK,Dpd__QueD
PF_KPN05	contig_1_circular_acb2_19	Anti_CBASS	acb2	Antidefense	contig_1_circular_1758	contig_1_circular_1758	contig_1_circular_1758	1	acb2
PF_KPN05	contig_1_circular_AbiH_9	AbiH	AbiH	Defense	contig_1_circular_3348	contig_1_circular_3348	contig_1_circular_3348	1	AbiH__AbiH
PF_KPN05	contig_1_circular_AbiE_8	AbiE	AbiE	Defense	contig_1_circular_3441	contig_1_circular_3442	contig_1_circular_3441,contig_1_circular_3442	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN05	contig_1_circular_apyc1_20	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3470	contig_1_circular_3470	contig_1_circular_3470	1	apyc1
PF_KPN05	contig_1_circular_DS-8_10	DS-8	DS-8	Defense	contig_1_circular_4484	contig_1_circular_4484	contig_1_circular_4484	1	DS-8__DS-8
PF_KPN05	contig_2_CAS_Class1-Subtype-IV-A_16	Cas	CAS_Class1-Subtype-IV-A	Defense	contig_2_47	contig_2_50	contig_2_47,contig_2_48,contig_2_49,contig_2_50	4	cas6e_I_II_III_IV_V_VI_3,csf1gr8_IV-A_3,csf3gr5_IV-A_1,csf4_IV-A_1
PF_KPN05	contig_2_Mok_Hok_Sok_2	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_115	contig_2_115	contig_2_115	1	Mok_Hok_Sok__Hok
PF_KPN05	contig_2_Eleos_1	Eleos	Eleos	Defense	contig_2_146	contig_2_147	contig_2_146,contig_2_147	2	Eleos__LeoA,Eleos__LeoBC
PF_KPN05	contig_2_Mokosh_Type_I_A_4	Mokosh	Mokosh_Type_I_A	Defense	contig_2_168	contig_2_169	contig_2_168,contig_2_169	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_KPN05	contig_2_RM_Type_IV_14	RM	RM_Type_IV	Defense	contig_2_236	contig_2_237	contig_2_236,contig_2_237	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
PF_KPN05	contig_2_RM_Type_II_13	RM	RM_Type_II	Defense	contig_2_419	contig_2_420	contig_2_419,contig_2_420	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN05	contig_3_PD-T4-5_7	PD-T4-5	PD-T4-5	Defense	contig_3_72	contig_3_72	contig_3_72	1	PD-T4-5__PD-T4-5
PF_KPN05	contig_3_DS-24_5	DS-24	DS-24	Defense	contig_3_83	contig_3_83	contig_3_83	1	DS-24__DS-24
PF_KPN05	contig_3_ardb_klca_acric11_23	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_96	contig_3_96	contig_3_96	1	ardb
PF_KPN05	contig_3_arda_ardu_22	Anti_RM	arda_ardu	Antidefense	contig_3_97	contig_3_97	contig_3_97	1	arda
PF_KPN05	contig_3_psiab_24	Other	psiab	Antidefense	contig_3_108	contig_3_109	contig_3_108,contig_3_109	2	psia,psib
PF_KPN05	contig_3_Mok_Hok_Sok_6	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_3_113	contig_3_113	contig_3_113	1	Mok_Hok_Sok__Hok
PF_KPN05	contig_3_acrie9_21	Anti_CRISPR	acrie9	Antidefense	contig_3_114	contig_3_114	contig_3_114	1	acrie9
PF_KPN05	contig_4_ardb_klca_acric11_25	Anti_RM	ardb_klca_acric11	Antidefense	contig_4_62	contig_4_62	contig_4_62	1	ardb
PF_KPN05	contig_4_TgvAB_12	TgvAB	TgvAB	Defense	contig_4_68	contig_4_69	contig_4_68,contig_4_69	2	TgvAB__TgvA,TgvAB__TgvB
PF_KPN05	contig_4_RM_Type_II_15	RM	RM_Type_II	Defense	contig_4_176	contig_4_177	contig_4_176,contig_4_177	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN06	1_DS-24_7	DS-24	DS-24	Defense	1_722	1_722	1_722	1	DS-24__DS-24
PF_KPN06	1_PD-T7-1_11	PD-T7-1	PD-T7-1	Defense	1_750	1_750	1_750	1	PD-T7-1__PD-T7-1
PF_KPN06	1_GAPS1_9	GAPS1	GAPS1	Defense	1_754	1_754	1_754	1	GAPS1__GAPS1
PF_KPN06	1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	1_770	1_770	1_770	1	klca
PF_KPN06	1_ardc_19	Anti_RM	ardc	Antidefense	1_773	1_773	1_773	1	ardc
PF_KPN06	1_CBASS_I_6	CBASS	CBASS_I	Defense	1_1494	1_1495	1_1494,1_1495	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
PF_KPN06	1_Lamassu-Cap4_nuclease_10	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	1_1498	1_1500	1_1498,1_1500	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
PF_KPN06	1_RM_Type_I_15	RM	RM_Type_I	Defense	1_1678	1_1679	1_1678,1_1679	2	RM__Type_I_MTases_FAM_1,RM__Type_I_S_03
PF_KPN06	1_ardc_20	Anti_RM	ardc	Antidefense	1_1683	1_1683	1_1683	1	ardc
PF_KPN06	1_AbiU_4	AbiU	AbiU	Defense	1_3359	1_3359	1_3359	1	AbiU__AbiU
PF_KPN06	1_DS-34_8	DS-34	DS-34	Defense	1_3370	1_3371	1_3370,1_3371	2	DS-34__DS-34A,DS-34__DS-34B
PF_KPN06	1_SDIC3_12	SDIC3	SDIC3	Defense	1_4050	1_4052	1_4050,1_4051,1_4052	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KPN06	1_RM_Type_IV_16	RM	RM_Type_IV	Defense	1_4462	1_4462	1_4462	1	RM_Type_IV__Type_IV_05
PF_KPN06	1_SDIC3_13	SDIC3	SDIC3	Defense	1_4469	1_4471	1_4469,1_4470,1_4471	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KPN06	1_AbiE_3	AbiE	AbiE	Defense	1_4680	1_4681	1_4680,1_4681	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN06	1_apyc1_17	Anti_Pycsar	apyc1	Antidefense	1_4709	1_4709	1_4709	1	apyc1
PF_KPN06	2_Shango_2	Shango	Shango	Defense	2_159	2_161	2_159,2_160,2_161	3	Shango__SngA,Shango__SngB,Shango__SngC
PF_KPN06	2_acrie9_21	Anti_CRISPR	acrie9	Antidefense	2_217	2_217	2_217	1	acrie9
PF_KPN06	2_Mok_Hok_Sok_1	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_218	2_218	2_218	1	Mok_Hok_Sok__Hok
PF_KPN06	2_psiab_23	Other	psiab	Antidefense	2_222	2_223	2_222,2_223	2	psia,psib
PF_KPN06	2_ardb_klca_acric11_22	Anti_RM	ardb_klca_acric11	Antidefense	2_234	2_234	2_234	1	ardb
PF_KPN07	1_DS-8_3	DS-8	DS-8	Defense	1_713	1_713	1_713	1	DS-8__DS-8
PF_KPN07	1_AbiH_2	AbiH	AbiH	Defense	1_1165	1_1165	1_1165	1	AbiH__AbiH
PF_KPN07	1_acb2_20	Anti_CBASS	acb2	Antidefense	1_2751	1_2751	1_2751	1	acb2
PF_KPN07	1_Dpd_4	Dpd	Dpd	Defense	1_4310	1_4322	1_4310,1_4311,1_4312,1_4313,1_4314,1_4315,1_4316,1_4317,1_4318,1_4319,1_4320,1_4322	12	Dpd__DpdA,Dpd__DpdB,Dpd__DpdC,Dpd__DpdD,Dpd__DpdE,Dpd__DpdF,Dpd__DpdG,Dpd__DpdH,Dpd__DpdI,Dpd__DpdJ,Dpd__DpdK,Dpd__QueD
PF_KPN07	1_AbiE_1	AbiE	AbiE	Defense	1_4535	1_4536	1_4535,1_4536	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN07	1_apyc1_21	Anti_Pycsar	apyc1	Antidefense	1_4564	1_4564	1_4564	1	apyc1
PF_KPN07	2_RM_Type_IIG_15	RM	RM_Type_IIG	Defense	2_78	2_78	2_78	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
PF_KPN07	2_Mok_Hok_Sok_6	Mok_Hok_Sok	Mok_Hok_Sok	Defense	2_111	2_111	2_111	1	Mok_Hok_Sok__Hok
PF_KPN07	2_Eleos_5	Eleos	Eleos	Defense	2_142	2_143	2_142,2_143	2	Eleos__LeoA,Eleos__LeoBC
PF_KPN07	2_Mokosh_Type_I_A_8	Mokosh	Mokosh_Type_I_A	Defense	2_160	2_161	2_160,2_161	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_KPN07	3_RM_Type_II_14	RM	RM_Type_II	Defense	3_25	3_26	3_25,3_26	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN07	3_RM_Type_I_13	RM	RM_Type_I	Defense	3_67	3_69	3_67,3_68,3_69	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN07	3_PD-T4-5_11	PD-T4-5	PD-T4-5	Defense	3_105	3_105	3_105	1	PD-T4-5__PD-T4-5
PF_KPN07	3_DS-24_9	DS-24	DS-24	Defense	3_118	3_118	3_118	1	DS-24__DS-24
PF_KPN07	3_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	3_131	3_131	3_131	1	ardb
PF_KPN07	3_arda_ardu_17	Anti_RM	arda_ardu	Antidefense	3_132	3_132	3_132	1	arda
PF_KPN07	3_psiab_19	Other	psiab	Antidefense	3_143	3_144	3_143,3_144	2	psia,psib
PF_KPN07	3_Mok_Hok_Sok_10	Mok_Hok_Sok	Mok_Hok_Sok	Defense	3_148	3_148	3_148	1	Mok_Hok_Sok__Hok
PF_KPN07	3_acrie9_16	Anti_CRISPR	acrie9	Antidefense	3_149	3_149	3_149	1	acrie9
PF_KPN08	contig_1_circular_acb2_14	Anti_CBASS	acb2	Antidefense	contig_1_circular_1831	contig_1_circular_1831	contig_1_circular_1831	1	acb2
PF_KPN08	contig_1_circular_Mokosh_Type_I_C_5	Mokosh	Mokosh_Type_I_C	Defense	contig_1_circular_2032	contig_1_circular_2033	contig_1_circular_2032,contig_1_circular_2033	2	Mokosh_type_I__MkoA_C,Mokosh_type_I__MkoB_C
PF_KPN08	contig_1_circular_apyc1_15	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3319	contig_1_circular_3319	contig_1_circular_3319	1	apyc1
PF_KPN08	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_3347	contig_1_circular_3348	contig_1_circular_3347,contig_1_circular_3348	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN08	contig_1_circular_Hma_3	Hma	Hma	Defense	contig_1_circular_3555	contig_1_circular_3558	contig_1_circular_3555,contig_1_circular_3556,contig_1_circular_3558	3	Hma__HmaA,Hma__HmaB,Hma__HmaC
PF_KPN08	contig_1_circular_RM_Type_IV_12	RM	RM_Type_IV	Defense	contig_1_circular_3562	contig_1_circular_3563	contig_1_circular_3562,contig_1_circular_3563	2	RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01
PF_KPN08	contig_1_circular_Rst_TIR-NLR_9	Rst_TIR-NLR	Rst_TIR-NLR	Defense	contig_1_circular_3961	contig_1_circular_3961	contig_1_circular_3961	1	Rst_TIR-NLR__TIR
PF_KPN08	contig_1_circular_PD-Lambda-1_6	PD-Lambda-1	PD-Lambda-1	Defense	contig_1_circular_4589	contig_1_circular_4589	contig_1_circular_4589	1	PD-Lambda-1__PD-Lambda-1
PF_KPN08	contig_1_circular_Retron_II_7	Retron	Retron_II	Defense	contig_1_circular_4601	contig_1_circular_4602	contig_1_circular_4601,contig_1_circular_4602	2	Retron_II__NDT,Retron__RT_Tot_4
PF_KPN08	contig_1_circular_RexAB_8	RexAB	RexAB	Defense	contig_1_circular_4887	contig_1_circular_4888	contig_1_circular_4887,contig_1_circular_4888	2	RexAB__RexA,RexAB__RexB
PF_KPN08	contig_1_circular_rexb_16	Anti_TA	rexb	Antidefense	contig_1_circular_4888	contig_1_circular_4888	contig_1_circular_4888	1	rexb
PF_KPN08	contig_1_circular_rexb_16	Anti_TA	rexb	Antidefense	contig_1_circular_4888	contig_1_circular_4888	contig_1_circular_4888	1	rexb
PF_KPN08	contig_1_circular_FS_HP_2	FS_HP	FS_HP	Defense	contig_1_circular_4899	contig_1_circular_4899	contig_1_circular_4899	1	FS_HP__HP
PF_KPN08	contig_2_6A_MBL_10	6A_MBL	6A_MBL	Defense	contig_2_53	contig_2_54	contig_2_53,contig_2_54	2	6A_MBL__MblB,6A_MBL__cap2_3
PF_KPN08	contig_2_psiab_13	Other	psiab	Antidefense	contig_2_119	contig_2_119	contig_2_119	1	psib
PF_KPN08	contig_2_VP1851_11	VP1851	VP1851	Defense	contig_2_144	contig_2_144	contig_2_144	1	VP1851__VP1851
PF_KPN09	NODE_1+_length_5494081_cov_1_RM_Type_I_20	RM	RM_Type_I	Defense	NODE_1+_length_5494081_cov_1_641	NODE_1+_length_5494081_cov_1_643	NODE_1+_length_5494081_cov_1_641,NODE_1+_length_5494081_cov_1_642,NODE_1+_length_5494081_cov_1_643	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KPN09	NODE_1+_length_5494081_cov_1_Gabija_6	Gabija	Gabija	Defense	NODE_1+_length_5494081_cov_1_645	NODE_1+_length_5494081_cov_1_646	NODE_1+_length_5494081_cov_1_645,NODE_1+_length_5494081_cov_1_646	2	Gabija__GajA,Gabija__GajB_1
PF_KPN09	NODE_1+_length_5494081_cov_1_UG4_13	All_UG	UG4	Defense	NODE_1+_length_5494081_cov_1_737	NODE_1+_length_5494081_cov_1_737	NODE_1+_length_5494081_cov_1_737	1	UG4__UG4
PF_KPN09	NODE_1+_length_5494081_cov_1_acb2_31	Anti_CBASS	acb2	Antidefense	NODE_1+_length_5494081_cov_1_1179	NODE_1+_length_5494081_cov_1_1179	NODE_1+_length_5494081_cov_1_1179	1	acb2
PF_KPN09	NODE_1+_length_5494081_cov_1_Lamassu-Cap4_nuclease_9	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NODE_1+_length_5494081_cov_1_1587	NODE_1+_length_5494081_cov_1_1589	NODE_1+_length_5494081_cov_1_1587,NODE_1+_length_5494081_cov_1_1589	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
PF_KPN09	NODE_1+_length_5494081_cov_1_RM_Type_I_21	RM	RM_Type_I	Defense	NODE_1+_length_5494081_cov_1_1761	NODE_1+_length_5494081_cov_1_1762	NODE_1+_length_5494081_cov_1_1761,NODE_1+_length_5494081_cov_1_1762	2	RM__Type_I_MTases_FAM_1,RM__Type_I_S_03
PF_KPN09	NODE_1+_length_5494081_cov_1_ardc_34	Anti_RM	ardc	Antidefense	NODE_1+_length_5494081_cov_1_1766	NODE_1+_length_5494081_cov_1_1766	NODE_1+_length_5494081_cov_1_1766	1	ardc
PF_KPN09	NODE_1+_length_5494081_cov_1_CAS_Class1-Subtype-I-E_25	Cas	CAS_Class1-Subtype-I-E	Defense	NODE_1+_length_5494081_cov_1_2201	NODE_1+_length_5494081_cov_1_2208	NODE_1+_length_5494081_cov_1_2201,NODE_1+_length_5494081_cov_1_2202,NODE_1+_length_5494081_cov_1_2203,NODE_1+_length_5494081_cov_1_2204,NODE_1+_length_5494081_cov_1_2205,NODE_1+_length_5494081_cov_1_2206,NODE_1+_length_5494081_cov_1_2207,NODE_1+_length_5494081_cov_1_2208	8	cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_13,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_2,cse2gr11_I-E_2
PF_KPN09	NODE_1+_length_5494081_cov_1_PD-T4-5_10	PD-T4-5	PD-T4-5	Defense	NODE_1+_length_5494081_cov_1_2269	NODE_1+_length_5494081_cov_1_2269	NODE_1+_length_5494081_cov_1_2269	1	PD-T4-5__PD-T4-5
PF_KPN09	NODE_1+_length_5494081_cov_1_PD-T7-1_11	PD-T7-1	PD-T7-1	Defense	NODE_1+_length_5494081_cov_1_3172	NODE_1+_length_5494081_cov_1_3172	NODE_1+_length_5494081_cov_1_3172	1	PD-T7-1__PD-T7-1
PF_KPN09	NODE_1+_length_5494081_cov_1_DS-16_4	DS-16	DS-16	Defense	NODE_1+_length_5494081_cov_1_3192	NODE_1+_length_5494081_cov_1_3193	NODE_1+_length_5494081_cov_1_3192,NODE_1+_length_5494081_cov_1_3193	2	DS-16__DS-16A,DS-16__DS-16B
PF_KPN09	NODE_1+_length_5494081_cov_1_Hachiman_7	Hachiman	Hachiman	Defense	NODE_1+_length_5494081_cov_1_4090	NODE_1+_length_5494081_cov_1_4091	NODE_1+_length_5494081_cov_1_4090,NODE_1+_length_5494081_cov_1_4091	2	Hachiman__HamA_1,Hachiman__HamB
PF_KPN09	NODE_1+_length_5494081_cov_1_RosmerTA_12	RosmerTA	RosmerTA	Defense	NODE_1+_length_5494081_cov_1_4096	NODE_1+_length_5494081_cov_1_4097	NODE_1+_length_5494081_cov_1_4096,NODE_1+_length_5494081_cov_1_4097	2	RosmerTA__RmrA_2585209417,RosmerTA__RmrT_2585209417
PF_KPN09	NODE_1+_length_5494081_cov_1_Zorya_TypeI_14	Zorya	Zorya_TypeI	Defense	NODE_1+_length_5494081_cov_1_4110	NODE_1+_length_5494081_cov_1_4113	NODE_1+_length_5494081_cov_1_4110,NODE_1+_length_5494081_cov_1_4111,NODE_1+_length_5494081_cov_1_4112,NODE_1+_length_5494081_cov_1_4113	4	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB
PF_KPN09	NODE_1+_length_5494081_cov_1_RM_Type_IV_22	RM	RM_Type_IV	Defense	NODE_1+_length_5494081_cov_1_4509	NODE_1+_length_5494081_cov_1_4509	NODE_1+_length_5494081_cov_1_4509	1	RM_Type_IV__Type_IV_05
PF_KPN09	NODE_1+_length_5494081_cov_1_ardb_klca_acric11_33	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_5494081_cov_1_4533	NODE_1+_length_5494081_cov_1_4533	NODE_1+_length_5494081_cov_1_4533	1	klca
PF_KPN09	NODE_1+_length_5494081_cov_1_BREX_I_3	BREX	BREX_I	Defense	NODE_1+_length_5494081_cov_1_4549	NODE_1+_length_5494081_cov_1_4554	NODE_1+_length_5494081_cov_1_4549,NODE_1+_length_5494081_cov_1_4550,NODE_1+_length_5494081_cov_1_4551,NODE_1+_length_5494081_cov_1_4552,NODE_1+_length_5494081_cov_1_4553,NODE_1+_length_5494081_cov_1_4554	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
PF_KPN09	NODE_1+_length_5494081_cov_1_DS-17_5	DS-17	DS-17	Defense	NODE_1+_length_5494081_cov_1_4555	NODE_1+_length_5494081_cov_1_4555	NODE_1+_length_5494081_cov_1_4555	1	DS-17__DS-17
PF_KPN09	NODE_1+_length_5494081_cov_1_AbiE_1	AbiE	AbiE	Defense	NODE_1+_length_5494081_cov_1_4749	NODE_1+_length_5494081_cov_1_4750	NODE_1+_length_5494081_cov_1_4749,NODE_1+_length_5494081_cov_1_4750	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN09	NODE_1+_length_5494081_cov_1_apyc1_32	Anti_Pycsar	apyc1	Antidefense	NODE_1+_length_5494081_cov_1_4778	NODE_1+_length_5494081_cov_1_4778	NODE_1+_length_5494081_cov_1_4778	1	apyc1
PF_KPN09	NODE_edge_4+_length_253674_cov_19_ardb_klca_acric11_29	Anti_RM	ardb_klca_acric11	Antidefense	NODE_edge_4+_length_253674_cov_19_155	NODE_edge_4+_length_253674_cov_19_155	NODE_edge_4+_length_253674_cov_19_155	1	ardb
PF_KPN09	NODE_edge_4+_length_253674_cov_19_psiab_30	Other	psiab	Antidefense	NODE_edge_4+_length_253674_cov_19_166	NODE_edge_4+_length_253674_cov_19_167	NODE_edge_4+_length_253674_cov_19_166,NODE_edge_4+_length_253674_cov_19_167	2	psia,psib
